ID,Name,Birth Year,Death Year,Country,Work,Instrumentation,Link
5111,"Magnien, Victor",1802,1885,,"2 Quadrilles de contredanses, Op.13 (Magnien, Victor)",Guitar,https://imslp.org/wiki/2_Quadrilles_de_contredanses%2C_Op.13_(Magnien%2C_Victor)
5112,"Carcassi, Matteo",1792,1853,,"2 Quadrilles, 2 Contredanses, 2 Walses, et 2 Galops, Op.53 (Carcassi, Matteo)",Guitar,https://imslp.org/wiki/2_Quadrilles%2C_2_Contredanses%2C_2_Walses%2C_et_2_Galops%2C_Op.53_(Carcassi%2C_Matteo)
5113,"Marcoux, Jean-François",,1966,,"Quand j'étais enfant (Marcoux, Jean-François)","bansuri, guitar",https://imslp.org/wiki/Quand_j'%C3%A9tais_enfant_(Marcoux%2C_Jean-Fran%C3%A7ois)
5114,"Girtain IV, Edgar",,,,"Quarantine Songs (Girtain IV, Edgar)","guitar, violin, cello",https://imslp.org/wiki/Quarantine_Songs_(Girtain_IV%2C_Edgar)
5115,"Ponce, Manuel",1882,1948,,"Quartet for Guitar and Strings (Ponce, Manuel)","guitar, violin, viola, cello",https://imslp.org/wiki/Quartet_for_Guitar_and_Strings_(Ponce%2C_Manuel)
5116,"Leschkowitz, Joseph",1804,1808,,"Quartet for Guitar, Violin, Viola and Cello, Op.2 (Leschkowitz, Joseph)","guitar, violin, viola, cello",https://imslp.org/wiki/Quartet_for_Guitar%2C_Violin%2C_Viola_and_Cello%2C_Op.2_(Leschkowitz%2C_Joseph)
5117,"Gragnani, Filippo",1767,1812,,"Quartet in A major, Op.8 (Gragnani, Filippo)","clarinet (A), violin, 2 guitars",https://imslp.org/wiki/Quartet_in_A_major%2C_Op.8_(Gragnani%2C_Filippo)
5118,"Starke, Friedrich",1774,1835,,"Quartett concertant in G major (Starke, Friedrich)","violin, viola, cello, piano (original? for guitar, violin, viola, cello)",https://imslp.org/wiki/Quartett_concertant_in_G_major_(Starke%2C_Friedrich)
5119,"Munier, Carlo",1859,1911,,"Quartetto in Do Maggiore, Op.203 (Munier, Carlo)","2 mandolins, mandola, mandocello (or lute), guitar",https://imslp.org/wiki/Quartetto_in_Do_Maggiore%2C_Op.203_(Munier%2C_Carlo)
5120,"Munier, Carlo",1859,1911,,"Quartetto in Re Maggiore in 4 Tempi, Op.128 (Munier, Carlo)","2 mandolins, mandola, mandoloncello (or lute), guitar",https://imslp.org/wiki/Quartetto_in_Re_Maggiore_in_4_Tempi%2C_Op.128_(Munier%2C_Carlo)
5121,"Mattos, Fernando",,,,"Quarto Bestiário Brasileiro (Mattos, Fernando)",guitar,https://imslp.org/wiki/Quarto_Besti%C3%A1rio_Brasileiro_(Mattos%2C_Fernando)
5122,"Rusanov, Valerian",1866,1918,,"Quasi una Sonata (Rusanov, Valerian)",guitar,https://imslp.org/wiki/Quasi_una_Sonata_(Rusanov%2C_Valerian)
5123,"Jacques, Alain M.",,,,"Quatrains (Jacques, Alain M.)","Voice, guitar",https://imslp.org/wiki/Quatrains_(Jacques%2C_Alain_M.)
5124,"Plouvier, Pierre Joseph",,1826,,"Quatuor concertant pour Guitare, 2 Violons & Violoncelle (Plouvier, Pierre Joseph)","guitar, 2 violins, cello",https://imslp.org/wiki/Quatuor_concertant_pour_Guitare%2C_2_Violons_%26_Violoncelle_(Plouvier%2C_Pierre_Joseph)
5125,"Fossa, François de",1775,1849,,"3 Quatuors, Op.19 (Fossa, François de)","2 guitars (or guitar, viola), violin, cello",https://imslp.org/wiki/3_Quatuors%2C_Op.19_(Fossa%2C_Fran%C3%A7ois_de)
5126,"Sanz, Gaspar",1640,1710,,"El que gustare (Sanz, Gaspar)",5-course baroque guitar,https://imslp.org/wiki/El_que_gustare_(Sanz%2C_Gaspar)
5127,"Jacques, Alain M.",,,,"Que l'heure est donc brève (Jacques, Alain M.)",Voice & Guitar,https://imslp.org/wiki/Que_l'heure_est_donc_br%C3%A8ve_(Jacques%2C_Alain_M.)
5128,"Ferreira, Domingos José",1837,1916,,"Que mais desejas? (Ferreira, Domingos José)","voice, guitar",https://imslp.org/wiki/Que_mais_desejas%3F_(Ferreira%2C_Domingos_Jos%C3%A9)
5129,"Tapia, Jorge Luis",,,,"El Quebradeño (Tapia, Jorge Luis)",Guitar and quena,https://imslp.org/wiki/El_Quebrade%C3%B1o_(Tapia%2C_Jorge_Luis)
5130,"Weidt, Albert John",1866,1945,,"Queen City (Weidt, Albert John)",guitar,https://imslp.org/wiki/Queen_City_(Weidt%2C_Albert_John)
5131,"Sagreras, Julio Salvador",1879,1942,,"Quejas amorosas, Op.2 (Sagreras, Julio Salvador)",Guitar,https://imslp.org/wiki/Quejas_amorosas%2C_Op.2_(Sagreras%2C_Julio_Salvador)
5132,"Ferrer, José",1835,1916,,"Quejas de mi Lira, Op.2 (Ferrer, José)",guitar,https://imslp.org/wiki/Quejas_de_mi_Lira%2C_Op.2_(Ferrer%2C_Jos%C3%A9)
5133,"Crucet, Felix",1822,1852,,"Quejidos del Corazon (Crucet, Felix)",guitar,https://imslp.org/wiki/Quejidos_del_Corazon_(Crucet%2C_Felix)
5134,"Menkveld, Jan Willem",,,,"Querflöte und Co., Op.18 (Menkveld, Jan Willem)",various (see above),https://imslp.org/wiki/Querfl%C3%B6te_und_Co.%2C_Op.18_(Menkveld%2C_Jan_Willem)
5135,"Manjón, Antonio Jimenez",1866,1919,,"Quiero y no quiero (Manjón, Antonio Jimenez)",guitar,https://imslp.org/wiki/Quiero_y_no_quiero_(Manj%C3%B3n%2C_Antonio_Jimenez)
5136,"Saman, Rob",,,,"Quiet Time (Saman, Rob)","acoustic guitar, 2 violins",https://imslp.org/wiki/Quiet_Time_(Saman%2C_Rob)
5137,"Call, Leonhard von",1767,1815,,"Quintet, Op.130 (Call, Leonhard von)","flute, violin, viola, guitar, cello",https://imslp.org/wiki/Quintet%2C_Op.130_(Call%2C_Leonhard_von)
5138,"Diaz, Rafael",,,,"Quinteto con Guitarra (Diaz, Rafael)","guitar, 2 violins, viola, cello",https://imslp.org/wiki/Quinteto_con_Guitarra_(Diaz%2C_Rafael)
5139,"Mattos, Fernando",,,,"Quinteto (Mattos, Fernando)","guitar, 2 violins, viola, cello",https://imslp.org/wiki/Quinteto_(Mattos%2C_Fernando)
5140,"Darr, Adam",1811,1866,,"Quintets in C major (Darr, Adam)","guitar, 2 violins, viola, cello",https://imslp.org/wiki/Quintets_in_C_major_(Darr%2C_Adam)
5141,"Hayden, Winslow Lewis",1839,1886,,"Quintette from Martha, Op.745 (Hayden, Winslow Lewis)",4 guitars,https://imslp.org/wiki/Quintette_from_Martha%2C_Op.745_(Hayden%2C_Winslow_Lewis)
5142,"Ugoletti, Paolo",,,,"Quintetto d'autunno (Ugoletti, Paolo)",guitar and string quartet,https://imslp.org/wiki/Quintetto_d'autunno_(Ugoletti%2C_Paolo)
5143,"Neto, Azael",,,,"Quixotada (Neto, Azael)",Viola Brasileira,https://imslp.org/wiki/Quixotada_(Neto%2C_Azael)
5144,"Du Puy, Edouard",1773,1822,,"Qvindekønnets Værd (Du Puy, Edouard)","Voice (Soprano specified), and piano and guitar",https://imslp.org/wiki/Qvindek%C3%B8nnets_V%C3%A6rd_(Du_Puy%2C_Edouard)
5145,"Mattos, Fernando",,,,"Rabo-de-gato-vermelho (Mattos, Fernando)","soprano, Brazilian Viola (a type of guitar)",https://imslp.org/wiki/Rabo-de-gato-vermelho_(Mattos%2C_Fernando)
5146,"Merchi, Giacomo",1730,1789,,"Raccolta d'Ariette Francesi ed Italiane per la Chitarra, Op.4 (Merchi, Giacomo)","voice, guitar",https://imslp.org/wiki/Raccolta_d'Ariette_Francesi_ed_Italiane_per_la_Chitarra%2C_Op.4_(Merchi%2C_Giacomo)
5147,"Carulli, Ferdinando",1770,1841,,"Raccolta di Balletti (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/Raccolta_di_Balletti_(Carulli%2C_Ferdinando)
5148,"Giuliani, Mauro",1781,1829,,"Raccolta di pezzi musicali, Op.111 (Giuliani, Mauro)",guitar,https://imslp.org/wiki/Raccolta_di_pezzi_musicali%2C_Op.111_(Giuliani%2C_Mauro)
5149,"Newton, P. W.",,,,"Radiance Polka (Newton, P. W.)",guitar,https://imslp.org/wiki/Radiance_Polka_(Newton%2C_P._W.)
5150,"Weidt, Albert John",1866,1945,,"Rag Tag (Weidt, Albert John)",guitar,https://imslp.org/wiki/Rag_Tag_(Weidt%2C_Albert_John)
5151,"Weidt, Albert John",1866,1945,,"Rag Time (Weidt, Albert John)",guitar,https://imslp.org/wiki/Rag_Time_(Weidt%2C_Albert_John)
5152,"Jenner, George",,,,"Rain On A Ground (Jenner, George)",4 guitars,https://imslp.org/wiki/Rain_On_A_Ground_(Jenner%2C_George)
5153,"Jenner, George",,,,"Rainy Day Tango (Jenner, George)",guitar,https://imslp.org/wiki/Rainy_Day_Tango_(Jenner%2C_George)
5154,"Cotto, Deme",,,,"Rainy Morning Clarity (Cotto, Deme)","voice, electric guitar, bass guitar, drums, piano",https://imslp.org/wiki/Rainy_Morning_Clarity_(Cotto%2C_Deme)
5155,"Steinfels, Adolph",1821,1846,,"Rákoczy Marsch für die Guitare (Steinfels, Adolph)",guitar,https://imslp.org/wiki/R%C3%A1koczy_Marsch_f%C3%BCr_die_Guitare_(Steinfels%2C_Adolph)
5156,"Iparraguirre, Pedro Antonio",1879,1931,,"El Ramillete (Iparraguirre, Pedro Antonio)",guitar,https://imslp.org/wiki/El_Ramillete_(Iparraguirre%2C_Pedro_Antonio)
5157,"Ferrer, José",1835,1916,,"El Ramillete, Op.5 (Ferrer, José)",guitar,https://imslp.org/wiki/El_Ramillete%2C_Op.5_(Ferrer%2C_Jos%C3%A9)
5158,"González, Andrés",,,,"RAM (González, Andrés)",3 guitarras,https://imslp.org/wiki/RAM_(Gonz%C3%A1lez%2C_Andr%C3%A9s)
5159,"Barrios Mangoré, Agustín",1885,1944,,"Rancho quemado (Barrios Mangoré, Agustín)",guitar,https://imslp.org/wiki/Rancho_quemado_(Barrios_Mangor%C3%A9%2C_Agust%C3%ADn)
5160,"Parga, Juan",1843,1899,,"Rapsodia de Concierto No.3, Op.6 (Parga, Juan)",guitar,https://imslp.org/wiki/Rapsodia_de_Concierto_No.3%2C_Op.6_(Parga%2C_Juan)
5161,"Falorni, Giovanni",1862,1944,,"Rapsodie Napoletane (Falorni, Giovanni)","guitar, 2 mandolins, mandola",https://imslp.org/wiki/Rapsodie_Napoletane_(Falorni%2C_Giovanni)
5162,"Tárrega, Francisco",1852,1909,,"El Ratón Tango (Tárrega, Francisco)",Guitar,https://imslp.org/wiki/El_Rat%C3%B3n_Tango_(T%C3%A1rrega%2C_Francisco)
5163,"Rodatz, Amandus Eberhard",1775,1836,,"Der Räuber Amor (Rodatz, Amandus Eberhard)","voice, guitar",https://imslp.org/wiki/Der_R%C3%A4uber_Amor_(Rodatz%2C_Amandus_Eberhard)
5164,"Puente-Arnao, Máximo",,,,"Rayo de Luna (Puente-Arnao, Máximo)",guitar,https://imslp.org/wiki/Rayo_de_Luna_(Puente-Arnao%2C_M%C3%A1ximo)
5165,"Quijano, Pedro Miguel",1875,1945,,"Raza Perdida (Quijano, Pedro Miguel)",guitar,https://imslp.org/wiki/Raza_Perdida_(Quijano%2C_Pedro_Miguel)
5166,"Clay, James M.",,,,"Rearranging Furniture (Clay, James M.)",Classical Guitar,https://imslp.org/wiki/Rearranging_Furniture_(Clay%2C_James_M.)
5167,"Teixeira Guimarães, João",1883,1947,,"Reboliço (Teixeira Guimarães, João)",guitar,https://imslp.org/wiki/Reboli%C3%A7o_(Teixeira_Guimar%C3%A3es%2C_Jo%C3%A3o)
5168,"Huerta, Francisco Trinidad",1800,1879,,"Recitativo & Pastorela, Op.56 (Huerta, Francisco Trinidad)","voice, piano, guitar (or voice, piano; or voice, guitar)",https://imslp.org/wiki/Recitativo_%26_Pastorela%2C_Op.56_(Huerta%2C_Francisco_Trinidad)
5169,"Horetzky, Felix",1796,1870,,"Recollection of Vienna, Op.35 (Horetzky, Felix)",guitar; or 2 guitars,https://imslp.org/wiki/Recollection_of_Vienna%2C_Op.35_(Horetzky%2C_Felix)
5170,"Aramaki, Michio",,,,"The Recollection, Op.11 (Aramaki, Michio)","2 mandolins, mandola, mandocello, guitar, double bass",https://imslp.org/wiki/The_Recollection%2C_Op.11_(Aramaki%2C_Michio)
5171,"Neuland, Wilhelm",1806,1889,,"Recollections of Germany, Op.29 (Neuland, Wilhelm)","2 guitars (or guitar, piano)",https://imslp.org/wiki/Recollections_of_Germany%2C_Op.29_(Neuland%2C_Wilhelm)
5172,"Schultz, Leonard",1814,1860,,"Recollections of Ireland, Op.41 (Schultz, Leonard)",guitar,https://imslp.org/wiki/Recollections_of_Ireland%2C_Op.41_(Schultz%2C_Leonard)
5173,"Rodríguez Arenas, Mario",1879,1949,,"Recordándote… (Rodríguez Arenas, Mario)",guitar,https://imslp.org/wiki/Record%C3%A1ndote%E2%80%A6_(Rodr%C3%ADguez_Arenas%2C_Mario)
5174,"Sagrini, Luigi",1809,1874,,"Récréation des Amateurs, Op.13 (Sagrini, Luigi)",guitar,https://imslp.org/wiki/R%C3%A9cr%C3%A9ation_des_Amateurs%2C_Op.13_(Sagrini%2C_Luigi)
5175,"Coste, Napoléon",1805,1883,,"Récréation du guitariste, Op.51 (Coste, Napoléon)",guitar,https://imslp.org/wiki/R%C3%A9cr%C3%A9ation_du_guitariste%2C_Op.51_(Coste%2C_Napol%C3%A9on)
5176,"Carulli, Ferdinando",1770,1841,,"Récréations de l'étude, Op.263 (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/R%C3%A9cr%C3%A9ations_de_l'%C3%A9tude%2C_Op.263_(Carulli%2C_Ferdinando)
5177,"Carcassi, Matteo",1792,1853,,"Les récréations des commençans, Op.21 (Carcassi, Matteo)",guitar,https://imslp.org/wiki/Les_r%C3%A9cr%C3%A9ations_des_commen%C3%A7ans%2C_Op.21_(Carcassi%2C_Matteo)
5178,"Carcassi, Matteo",1792,1853,,"Récréations musicales, Op.50 (Carcassi, Matteo)",guitar,https://imslp.org/wiki/R%C3%A9cr%C3%A9ations_musicales%2C_Op.50_(Carcassi%2C_Matteo)
5179,"Carcassi, Matteo",1792,1853,,"Récréations musicales, Op.54 (Carcassi, Matteo)",guitar,https://imslp.org/wiki/R%C3%A9cr%C3%A9ations_musicales%2C_Op.54_(Carcassi%2C_Matteo)
5180,"Küffner, Joseph",1776,1856,,"Récréations musicales, Op.321 (Küffner, Joseph)","flute (or violin), guitar",https://imslp.org/wiki/R%C3%A9cr%C3%A9ations_musicales%2C_Op.321_(K%C3%BCffner%2C_Joseph)
5181,"Afromeyev, Aleksey",1868,1920,,"Recreation (Afromeyev, Aleksey)",guitar,https://imslp.org/wiki/Recreation_(Afromeyev%2C_Aleksey)
5182,"Merchi, Giacomo",1730,1789,,"Recueil d'airs avec accompagnement de guitarre, Op.8 (Merchi, Giacomo)","voice, guitar",https://imslp.org/wiki/Recueil_d'airs_avec_accompagnement_de_guitarre%2C_Op.8_(Merchi%2C_Giacomo)
5183,"Merchi, Giacomo",1730,1789,,"Recueil d'airs avec des accompagnements de guitarre, Op.11 (Merchi, Giacomo)","voice, guitar",https://imslp.org/wiki/Recueil_d'airs_avec_des_accompagnements_de_guitarre%2C_Op.11_(Merchi%2C_Giacomo)
5184,"Doisy, Charles",,,,"Recueil d'airs d'opéras et autres (Doisy, Charles)",guitar; 2 guitars; flute and violin and guitar; voice and violin or flute and guitar,https://imslp.org/wiki/Recueil_d'airs_d'op%C3%A9ras_et_autres_(Doisy%2C_Charles)
5185,"Call, Leonhard von",1767,1815,,"Recueil d'airs et romances avec accompagnement de guitarre (Call, Leonhard von)","voice, guitar",https://imslp.org/wiki/Recueil_d'airs_et_romances_avec_accompagnement_de_guitarre_(Call%2C_Leonhard_von)
5186,"Doisy, Charles",,,,"Recueil d'airs italiens (Doisy, Charles)","voice, guitar",https://imslp.org/wiki/Recueil_d'airs_italiens_(Doisy%2C_Charles)
5187,"Vidal, B.",1774,1800,,"Recueil d'Airs, Op.18 (Vidal, B.)",guitar,https://imslp.org/wiki/Recueil_d'Airs%2C_Op.18_(Vidal%2C_B.)
5188,"Vidal, B.",1774,1800,,"Recueil d'Airs, Op.19 (Vidal, B.)","guitar; guitar, continuo; voice, harpsichord",https://imslp.org/wiki/Recueil_d'Airs%2C_Op.19_(Vidal%2C_B.)
5189,"Pollet, Charles-François-Alexandre-Victor",1742,1824,,"Recueil d'Ariettes des Operas No.1, Op.3 (Pollet, Charles-François-Alexandre-Victor)","voice, guitar (or cittern)",https://imslp.org/wiki/Recueil_d'Ariettes_des_Operas_No.1%2C_Op.3_(Pollet%2C_Charles-Fran%C3%A7ois-Alexandre-Victor)
5190,"Pollet, Charles-François-Alexandre-Victor",1742,1824,,"Recueil d'Ariettes des Operas No.2, Op.6 (Pollet, Charles-François-Alexandre-Victor)","voice, guitar (or cittern)",https://imslp.org/wiki/Recueil_d'Ariettes_des_Operas_No.2%2C_Op.6_(Pollet%2C_Charles-Fran%C3%A7ois-Alexandre-Victor)
5191,"Carulli, Ferdinando",1770,1841,,"Recueil de 6 différens morceaux, Op.99 (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/Recueil_de_6_diff%C3%A9rens_morceaux%2C_Op.99_(Carulli%2C_Ferdinando)
5192,"Albanese, Antonio",1728,1803,,"Recueil de chansons No.6 (Albanese, Antonio)","see above, Contents",https://imslp.org/wiki/Recueil_de_chansons_No.6_(Albanese%2C_Antonio)
5193,"Carulli, Ferdinando",1770,1841,,"Recueil de differents Morceaux faciles (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/Recueil_de_differents_Morceaux_faciles_(Carulli%2C_Ferdinando)
5194,"Carulli, Ferdinando",1770,1841,,"Recueil de différents morçeaux, Op.15 (Carulli, Ferdinando)","guitar, (partially 2 guitars)",https://imslp.org/wiki/Recueil_de_diff%C3%A9rents_mor%C3%A7eaux%2C_Op.15_(Carulli%2C_Ferdinando)
5195,"Merchi, Giacomo",1730,1789,,"Recueil de guitarre en bonne humeur, Op.16 (Merchi, Giacomo)","voice, guitar",https://imslp.org/wiki/Recueil_de_guitarre_en_bonne_humeur%2C_Op.16_(Merchi%2C_Giacomo)
5196,"Vidal, B.",1774,1800,,"Recueil de Menuets, Allemandes, Ronde, Gavotte et autres Airs, Op.32 (Vidal, B.)",guitar,https://imslp.org/wiki/Recueil_de_Menuets%2C_Allemandes%2C_Ronde%2C_Gavotte_et_autres_Airs%2C_Op.32_(Vidal%2C_B.)
5197,"Carulli, Ferdinando",1770,1841,,"Recueil de Morceaux faciles, Op.35 (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/Recueil_de_Morceaux_faciles%2C_Op.35_(Carulli%2C_Ferdinando)
5198,"Carulli, Ferdinando",1770,1841,,"Recueil de Morceaux faciles, Op.36 (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/Recueil_de_Morceaux_faciles%2C_Op.36_(Carulli%2C_Ferdinando)
5199,"Carulli, Ferdinando",1770,1841,,"Recueil de Morceaux faciles, Op.38 (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/Recueil_de_Morceaux_faciles%2C_Op.38_(Carulli%2C_Ferdinando)
5200,"Carulli, Ferdinando",1770,1841,,"Recueil de morceaux progressifs, Op.333 (Carulli, Ferdinando)","guitar, 2 guitars",https://imslp.org/wiki/Recueil_de_morceaux_progressifs%2C_Op.333_(Carulli%2C_Ferdinando)
5201,"Meurger, Alphonse",1792,,,"Recueil de Musique (Meurger, Alphonse)","guitar (see below, Comments) ; 1-2 voices, guitar",https://imslp.org/wiki/Recueil_de_Musique_(Meurger%2C_Alphonse)
5202,"Köhler, Gottlieb Heinrich",1765,1833,,"Recueil de petites pièces, Op.114 (Köhler, Gottlieb Heinrich)","flute, guitar",https://imslp.org/wiki/Recueil_de_petites_pi%C3%A8ces%2C_Op.114_(K%C3%B6hler%2C_Gottlieb_Heinrich)
5203,"Molitor, Franz Simon",1766,1848,,"Recueil de petites Pieces (Molitor, Franz Simon)",guitar,https://imslp.org/wiki/Recueil_de_petites_Pieces_(Molitor%2C_Franz_Simon)
5204,"Schlick, Johann Konrad",1749,1818,,"Recueil de petites pièces (Schlick, Johann Konrad)","guitar; 1-2 voices, guitar; 2 guitars",https://imslp.org/wiki/Recueil_de_petites_pi%C3%A8ces_(Schlick%2C_Johann_Konrad)
5205,Various,,,,Recueil de pièces pour la guitare (Various),baroque guitar,https://imslp.org/wiki/Recueil_de_pi%C3%A8ces_pour_la_guitare_(Various)
5206,"Molino, Francesco",1775,1847,,"Recueil de Sicilienne, Rondeaux, Romances et Polonaise, Op.14 (Molino, Francesco)",guitar,https://imslp.org/wiki/Recueil_de_Sicilienne%2C_Rondeaux%2C_Romances_et_Polonaise%2C_Op.14_(Molino%2C_Francesco)
5207,"Legnani, Luigi",1790,1877,,"Recueil des Mélodies, Op.222 (Legnani, Luigi)",guitar,https://imslp.org/wiki/Recueil_des_M%C3%A9lodies%2C_Op.222_(Legnani%2C_Luigi)
5208,"Le Cocq, François",1660,1729,,"Recueil des Pieces de Guitarre (Le Cocq, François)",5 course baroque guitar,https://imslp.org/wiki/Recueil_des_Pieces_de_Guitarre_(Le_Cocq%2C_Fran%C3%A7ois)
5209,"Carulli, Ferdinando",1770,1841,,"Recueil facile, progressif et doigté, Op.50 (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/Recueil_facile%2C_progressif_et_doigt%C3%A9%2C_Op.50_(Carulli%2C_Ferdinando)
5210,"Gatayes, Guillaume-Pierre-Antoine",1774,1846,,"Recueil No.2, Op.34 (Gatayes, Guillaume-Pierre-Antoine)",guitar,https://imslp.org/wiki/Recueil_No.2%2C_Op.34_(Gatayes%2C_Guillaume-Pierre-Antoine)
5211,"Call, Leonhard von",1767,1815,,"Recueil ou choix d'Airs et Romances tirés des Opera allemands et italiennes (Call, Leonhard von)","voice, guitar",https://imslp.org/wiki/Recueil_ou_choix_d'Airs_et_Romances_tir%C3%A9s_des_Opera_allemands_et_italiennes_(Call%2C_Leonhard_von)
5212,"Vidal, B.",1774,1800,,"Recueil pour guitarre (Vidal, B.)","guitar; voice, guitar; violin, guitar",https://imslp.org/wiki/Recueil_pour_guitarre_(Vidal%2C_B.)
5213,"Mozzani, Luigi",1869,1943,,"Recueillement (Mozzani, Luigi)",guitar,https://imslp.org/wiki/Recueillement_(Mozzani%2C_Luigi)
5214,"Alegre, Magin",1840,1904,,"Recuerdo Cariñoso (Alegre, Magin)",guitar,https://imslp.org/wiki/Recuerdo_Cari%C3%B1oso_(Alegre%2C_Magin)
5215,"Cimadevilla, Francisco",1861,1931,,"Recuerdo de Gratitud (Cimadevilla, Francisco)",guitar,https://imslp.org/wiki/Recuerdo_de_Gratitud_(Cimadevilla%2C_Francisco)
5216,"Viñas, José",1823,1888,,"Recuerdo de la costa (Viñas, José)",guitar,https://imslp.org/wiki/Recuerdo_de_la_costa_(Vi%C3%B1as%2C_Jos%C3%A9)
5217,"Fossa, François de",1775,1849,,"Recuerdo de su siempre Afmo. amigo (Fossa, François de)",guitar,https://imslp.org/wiki/Recuerdo_de_su_siempre_Afmo._amigo_(Fossa%2C_Fran%C3%A7ois_de)
5218,"Huerta, Francisco Trinidad",1800,1879,,"Recuerdo triste, Op.62 (Huerta, Francisco Trinidad)",guitar,https://imslp.org/wiki/Recuerdo_triste%2C_Op.62_(Huerta%2C_Francisco_Trinidad)
5219,"Broca, José",1805,1882,,"Recuerdo Triste (Broca, José)",guitar,https://imslp.org/wiki/Recuerdo_Triste_(Broca%2C_Jos%C3%A9)
5220,"Arévalo, Miguel Santiago",1843,1900,,"Recuerdo Waltz (Arévalo, Miguel Santiago)",guitar,https://imslp.org/wiki/Recuerdo_Waltz_(Ar%C3%A9valo%2C_Miguel_Santiago)
5221,"Urcullu, Leopold de",1797,1839,,"El Recuerdo, Op.13 (Urcullu, Leopold de)",guitar,https://imslp.org/wiki/El_Recuerdo%2C_Op.13_(Urcullu%2C_Leopold_de)
5222,"Parga, Juan",1843,1899,,"Recuerdos de Cádiz, Op.24 (Parga, Juan)",guitar,https://imslp.org/wiki/Recuerdos_de_C%C3%A1diz%2C_Op.24_(Parga%2C_Juan)
5223,"Tárrega, Francisco",1852,1909,,"Recuerdos de la Alhambra (Tárrega, Francisco)",guitar,https://imslp.org/wiki/Recuerdos_de_la_Alhambra_(T%C3%A1rrega%2C_Francisco)
5224,"Olson, J. J.",,,,"Recuerdos de la Luna (Olson, J. J.)",guitar,https://imslp.org/wiki/Recuerdos_de_la_Luna_(Olson%2C_J._J.)
5225,"Parga, Juan",1843,1899,,"Recuerdos de Málaga, Op.25 (Parga, Juan)",guitar,https://imslp.org/wiki/Recuerdos_de_M%C3%A1laga%2C_Op.25_(Parga%2C_Juan)
5226,"Manjón, Antonio Jimenez",1866,1919,,"Recuerdos de mi Patria, Op.15 (Manjón, Antonio Jimenez)",guitar,https://imslp.org/wiki/Recuerdos_de_mi_Patria%2C_Op.15_(Manj%C3%B3n%2C_Antonio_Jimenez)
5227,"Ferrer, José",1835,1916,,"Recuerdos de Montgri, Op.1 (Ferrer, José)",guitar,https://imslp.org/wiki/Recuerdos_de_Montgri%2C_Op.1_(Ferrer%2C_Jos%C3%A9)
5228,"Viñas, José",1823,1888,,"Recuerdos de Palma (Viñas, José)",guitar,https://imslp.org/wiki/Recuerdos_de_Palma_(Vi%C3%B1as%2C_Jos%C3%A9)
5229,"Prat, Domingo",1886,1944,,"Recuerdos de Saldungaray (Prat, Domingo)",guitar,https://imslp.org/wiki/Recuerdos_de_Saldungaray_(Prat%2C_Domingo)
5230,"Prat, Domingo",1886,1944,,"Recuerdos de Santiago del Estero (Prat, Domingo)",guitar,https://imslp.org/wiki/Recuerdos_de_Santiago_del_Estero_(Prat%2C_Domingo)
5231,"Parga, Juan",1843,1899,,"Recuerdos de Sevilla, Op.30 (Parga, Juan)",guitar,https://imslp.org/wiki/Recuerdos_de_Sevilla%2C_Op.30_(Parga%2C_Juan)
5232,"Rodríguez Solana, Manuel",,,,"Recuerdos del pasado (Rodríguez Solana, Manuel)",guitar,https://imslp.org/wiki/Recuerdos_del_pasado_(Rodr%C3%ADguez_Solana%2C_Manuel)
5233,"Broca, José",1805,1882,,"Recuerdos Juveniles (Broca, José)",guitar,https://imslp.org/wiki/Recuerdos_Juveniles_(Broca%2C_Jos%C3%A9)
5234,"Hayden, Winslow Lewis",1839,1886,,"Red Bird Waltz (Hayden, Winslow Lewis)",guitar,https://imslp.org/wiki/Red_Bird_Waltz_(Hayden%2C_Winslow_Lewis)
5235,"Pettoletti, Pietro",1795,1870,,"The Red Safran, Op.19 (Pettoletti, Pietro)",1 guitar,https://imslp.org/wiki/The_Red_Safran%2C_Op.19_(Pettoletti%2C_Pietro)
5236,"Vysotsky, Mikhail",1791,1837,,"Red Sarafan (Vysotsky, Mikhail)",guitar,https://imslp.org/wiki/Red_Sarafan_(Vysotsky%2C_Mikhail)
5237,"Alejandre Prada, Manuel",,,,"Reel Suite, Op.38 (Alejandre Prada, Manuel)","Flute (or clarinet), violin, accordion, guitar, bass, keyboard, percussion",https://imslp.org/wiki/Reel_Suite%2C_Op.38_(Alejandre_Prada%2C_Manuel)
5238,"González, Andrés",,,,"3 Referencias al Color del Abismo (González, Andrés)",Guitarra sola,https://imslp.org/wiki/3_Referencias_al_Color_del_Abismo_(Gonz%C3%A1lez%2C_Andr%C3%A9s)
5239,"Dyson, Peter",,,,"Reflection for Guitar (Dyson, Peter)",Guitar,https://imslp.org/wiki/Reflection_for_Guitar_(Dyson%2C_Peter)
